filename,truthValue
frame_id_1537_1.png,KA 04 MJ 8031
frame_id_1537_2.png,KA 02 AE 4432
frame_id_1538_1.png,KA 04 MJ 8031
frame_id_1538_2.png,KA 02 AE 4432
frame_id_1539_1.png,KA 04 MJ 8031
frame_id_1540_1.png,KA 04 MJ 8031
frame_id_1541_1.png,KA 04 MJ 8031
frame_id_1542_1.png,KA 04 MJ 8031
frame_id_1543_1.png,KA 04 MJ 8031
frame_id_1544_1.png,KA 04 MJ 8031
frame_id_1545_1.png,KA 04 MJ 8031
frame_id_1546_1.png,KA 04 MJ 8031
frame_id_1547_1.png,KA 04 MJ 8031
frame_id_1548_1.png,KA 04 MJ 8031
frame_id_1549_1.png,KA 04 MJ 8031
frame_id_1550_1.png,KA 03 MZ 3289
frame_id_1551_1.png,KA 03 MZ 3289
frame_id_1552_1.png,KA 03 MZ 3289
frame_id_1553_1.png,KA 04 MJ 8031
frame_id_1554_1.png,KA 04 MJ 8031
frame_id_1555_1.png,KA 04 MJ 8031
frame_id_1556_1.png,KA 03 MZ 3289
frame_id_1557_1.png,KA 04 MJ 8031
frame_id_1577_1.png,KA 02 AG 6593
frame_id_1578_1.png,KA 02 AG 6593
frame_id_1579_1.png,KA 02 AG 6593
frame_id_1580_1.png,KA 02 AG 6593
frame_id_1581_1.png,KA 02 AG 6593
frame_id_1582_1.png,KA 02 AG 6593
frame_id_1595_1.png,KA 04 MS 7204
frame_id_1596_1.png,KA 04 MS 7204
frame_id_1597_1.png,KA 04 MS 7204
frame_id_1611_1.png,KA 50 5098
frame_id_1630_1.png,KA 51 MH 8426
frame_id_1661_1.png,KA 01 FA 2150
frame_id_168_1.png,KA 04 MR 1819
frame_id_169_1.png,KA 04 MR 1819
frame_id_170_1.png,KA 04 MR 1819
frame_id_171_1.png,KA 04 MR 1819
frame_id_172_1.png,KA 04 MR 1819
frame_id_173_1.png,KA 04 MR 1819
frame_id_1747_1.png,KA 01 AK 1528
frame_id_174_1.png,KA 04 MR 1819
frame_id_1750_1.png,KA 01 AK 1528
frame_id_1752_1.png,KA 01 AK 1528
frame_id_1757_1.png,KA 01 AK 1528
frame_id_1758_1.png,KA 01 AK 1528
frame_id_1759_1.png,KA 01 AK 1528
frame_id_175_1.png,KA 04 MR 1819
frame_id_1760_1.png,KA 01 AK 1528
frame_id_1761_1.png,KA 01 AK 1528
frame_id_1768_1.png,KA 01 AK 1528
frame_id_176_1.png,KA 04 MR 1819
frame_id_177_1.png,KA 04 MR 1819
frame_id_178_1.png,KA 04 MR 1819
frame_id_1797_1.png,KA 04 MU 7347
frame_id_179_1.png,KA 04 MR 1819
frame_id_1800_1.png,KA 04 MU 7347
frame_id_180_1.png,KA 04 MR 1819
frame_id_181_1.png,KA 04 MR 1819
frame_id_182_1.png,KA 04 MR 1819
frame_id_183_1.png,KA 04 MR 1819
frame_id_184_1.png,KA 04 MR 1819
frame_id_1850_1.png,KA 03 MY 0887
frame_id_1851_1.png,KA 03 MY 0887
frame_id_1852_1.png,KA 03 MY 0887
frame_id_1853_1.png,KA 03 MY 0887
frame_id_1854_1.png,KA 03 MY 0887
frame_id_1855_1.png,KA 03 MY 0887
frame_id_1856_1.png,KA 03 MY 0887
frame_id_1858_1.png,KA 03 MY 0887
frame_id_1860_1.png,KA 02 AG 0669
frame_id_1860_2.png,KA 03 MY 0887
frame_id_1861_1.png,KA 03 MY 0887
frame_id_1861_2.png,KA 02 AG 0669
frame_id_1862_1.png,KA 03 MY 0887
frame_id_1862_2.png,KA 02 AG 0669
frame_id_1863_1.png,KA 03 MY 0887
frame_id_1863_2.png,KA 02 AG 0669
frame_id_1864_1.png,KA 02 AG 0669
frame_id_1864_2.png,KA 03 MY 0887
frame_id_1865_1.png,KA 02 AG 0669
frame_id_1865_2.png,KA 03 MY 0887
frame_id_1866_1.png,KA 03 MY 0887
frame_id_1866_2.png,KA 02 AG 0669
frame_id_1867_1.png,KA 02 AG 0669
frame_id_1873_1.png,KA 02 AG 0669
frame_id_1874_1.png,KA 02 AG 0669
frame_id_1875_1.png,KA 02 AG 0669
frame_id_1875_2.png,KA 04 MT 9131
frame_id_1877_1.png,KA 02 AG 0669
frame_id_1878_1.png,KA 02 AG 0669
frame_id_1879_1.png,KA 02 AG 0669
frame_id_1880_1.png,KA 02 AG 0669
frame_id_1890_1.png,KA 05 AF 4245
frame_id_1891_1.png,KA 05 AF 4245
frame_id_1893_1.png,KA 04 MT 9131
frame_id_1893_2.png,KA 05 AF 4245
frame_id_1894_1.png,KA 04 MT 9131
frame_id_1894_2.png,KA 05 AF 4245
frame_id_1895_1.png,KA 04 MT 9131
frame_id_1895_2.png,KA 05 AF 4245
frame_id_1896_1.png,KA 05 AF 4245
frame_id_1896_2.png,KA 04 MT 9131
frame_id_1902_1.png,KA 05 AF 4245
frame_id_1905_1.png,KA 05 AF 4245
frame_id_1906_1.png,KA 05 AF 4245
frame_id_1907_1.png,KA 05 AF 4245
frame_id_1908_1.png,KA 05 AF 4245
frame_id_1909_1.png,KA 05 AF 4245
frame_id_191_1.png,KA 04 MQ 3474
frame_id_1934_1.png,KA 51 MA 5039
frame_id_1935_1.png,KA 51 MA 5039
frame_id_1939_1.png,KA 51 MA 5039
frame_id_193_1.png,KA 04 MQ 3474
frame_id_1943_1.png,KA 51 MA 5039
frame_id_1944_1.png,KA 51 MA 5039
frame_id_1948_1.png,KA 51 MA 5039
frame_id_1949_1.png,KA 51 MA 5039
frame_id_194_1.png,KA 04 MQ 3474
frame_id_1950_1.png,KA 51 MA 5039
frame_id_1952_1.png,KA 51 MA 5039
frame_id_1953_1.png,KA 51 MA 5039
frame_id_1954_1.png,KA 51 MA 5039
frame_id_1955_1.png,KA 51 MA 5039
frame_id_1956_1.png,KA 51 MA 5039
frame_id_1957_1.png,KA 51 MA 5039
frame_id_1958_1.png,KA 51 MA 5039
frame_id_195_1.png,KA 04 MQ 3474
frame_id_196_1.png,KA 04 MQ 3474
frame_id_197_1.png,KA 04 MQ 3474
frame_id_1_1.png,KA 01 AF 4548
frame_id_1_2.png,KA 02 AG 2071
frame_id_2009_1.png,KA 03 MP 7474
frame_id_200_1.png,KA 05 AE 5504
frame_id_2010_1.png,KA 03 MP 7474
frame_id_2011_1.png,KA 03 MP 7474
frame_id_2012_1.png,KA 03 MP 7474
frame_id_2013_1.png,KA 03 MP 7474
frame_id_2014_1.png,KA 03 MP 7474
frame_id_2015_1.png,KA 03 MP 7474
frame_id_2016_1.png,KA 03 MP 7474
frame_id_2017_1.png,KA 03 MP 7474
frame_id_2018_1.png,KA 03 MP 7474
frame_id_201_1.png,KA 05 AE 5504
frame_id_2027_1.png,KA 51 AC 9366
frame_id_2028_1.png,KA 51 AC 9366
frame_id_2029_1.png,KA 51 AC 9366
frame_id_202_1.png,KA 05 AE 5504
frame_id_2030_1.png,KA 51 AC 9366
frame_id_2031_1.png,KA 51 AC 9366
frame_id_2032_1.png,KA 51 AC 9366
frame_id_2033_1.png,KA 51 AC 9366
frame_id_2034_1.png,KA 51 AC 9366
frame_id_2035_1.png,KA 51 AC 9366
frame_id_2036_1.png,KA 51 AC 9366
frame_id_2037_1.png,KA 51 AC 9366
frame_id_2039_1.png,KA 51 AC 9366
frame_id_203_1.png,KA 05 AE 5504
frame_id_204_1.png,KA 05 AE 5504
frame_id_205_1.png,KA 05 AE 5504
frame_id_206_1.png,KA 05 AE 5504
frame_id_207_1.png,KA 05 AE 5504
frame_id_208_1.png,KA 05 AE 5504
frame_id_209_1.png,KA 05 AE 5504
frame_id_210_1.png,KA 05 AE 5504
frame_id_211_1.png,KA 05 AE 5504
frame_id_212_1.png,KA 05 AE 5504
frame_id_213_1.png,KA 05 AE 5504
frame_id_214_1.png,KA 05 AE 5504
frame_id_215_1.png,KA 05 AE 5504
frame_id_216_1.png,KA 05 AE 5504
frame_id_217_1.png,KA 05 AE 5504
frame_id_2184_1.png,KA 51 C 5869
frame_id_2186_1.png,KA 51 C 5869
frame_id_2187_1.png,KA 51 C 5869
frame_id_2188_1.png,KA 51 C 5869
frame_id_2189_1.png,KA 51 C 5869
frame_id_218_1.png,KA 04 MQ 6727
frame_id_2190_1.png,KA 51 C 5869
frame_id_2191_1.png,KA 51 C 5869
frame_id_2192_1.png,KA 51 C 5869
frame_id_2193_1.png,KA 51 C 5869
frame_id_2194_1.png,KA 51 C 5869
frame_id_2195_1.png,KA 51 C 5869
frame_id_2196_1.png,KA 51 C 5869
frame_id_2197_1.png,KA 51 C 5869
frame_id_2198_1.png,KA 51 C 5869
frame_id_2199_1.png,KA 51 C 5869
frame_id_219_1.png,KA 04 MQ 6727
frame_id_2200_1.png,KA 51 C 5869
frame_id_2202_1.png,KA 51 C 5869
frame_id_2218_1.png,KA 04 ML 472
frame_id_2231_1.png,KA 04 ML 472
frame_id_2232_1.png,KA 04 ML 472
frame_id_2246_1.png,DL 4C R 1924
frame_id_2261_1.png,KA 01 AK 0042
frame_id_2262_1.png,KA 01 AK 0042
frame_id_2350_1.png,KA 11 B 4381
frame_id_2351_1.png,KA 11 B 4381
frame_id_2352_1.png,KA 11 B 4381
frame_id_2353_1.png,KA 11 B 4381
frame_id_2354_1.png,KA 11 B 4381
frame_id_2355_1.png,KA 11 B 4381
frame_id_2356_1.png,KA 11 B 4381
frame_id_2357_1.png,KA 11 B 4381
frame_id_2358_1.png,KA 11 B 4381
frame_id_2359_1.png,KA 11 B 4381
frame_id_2360_1.png,KA 11 B 4381
frame_id_2361_1.png,KA 11 B 4381
frame_id_2362_1.png,KA 11 B 4381
frame_id_2363_1.png,KA 11 B 4381
frame_id_2364_1.png,KA 11 B 4381
frame_id_2365_1.png,KA 11 B 4381
frame_id_2367_1.png,KA 11 B 4381
frame_id_2408_1.png,KA 09 C 2482
frame_id_2409_1.png,KA 09 C 2482
frame_id_2410_1.png,KA 09 C 2482
frame_id_2411_1.png,KA 09 C 2482
frame_id_2412_1.png,KA 09 C 2482
frame_id_2413_1.png,KA 09 C 2482
frame_id_2414_1.png,KA 09 C 2482
frame_id_2415_1.png,KA 09 C 2482
frame_id_2416_1.png,KA 09 C 2482
frame_id_2417_1.png,KA 09 C 2482
frame_id_2418_1.png,KA 09 C 2482
frame_id_2420_1.png,KA 09 C 2482
frame_id_2422_1.png,KA 09 C 2482
frame_id_2426_1.png,KA 09 C 2482
frame_id_2427_1.png,KA 09 C 2482
frame_id_2428_1.png,KA 09 C 2482
frame_id_2429_1.png,KA 09 C 2482
frame_id_2430_1.png,KA 09 C 2482
frame_id_2432_1.png,KA 51 Z 6572
frame_id_2433_1.png,KA 51 Z 6572
frame_id_2434_1.png,KA 51 Z 6572
frame_id_2435_1.png,KA 51 Z 6572
frame_id_2436_1.png,KA 51 Z 6572
frame_id_2437_1.png,KA 51 Z 6572
frame_id_2438_1.png,KA 51 Z 6572
frame_id_2439_1.png,KA 51 Z 6572
frame_id_2440_1.png,KA 51 Z 6572
frame_id_2441_1.png,KA 51 Z 6572
frame_id_2442_1.png,KA 51 Z 6572
frame_id_2443_1.png,KA 51 Z 6572
frame_id_2444_1.png,KA 51 Z 6572
frame_id_2445_1.png,KA 51 Z 6572
frame_id_2446_1.png,KA 51 Z 6572
frame_id_2464_1.png,KA 50 7136
frame_id_2465_1.png,KA 50 7136
frame_id_2466_1.png,KA 50 7136
frame_id_2468_1.png,KA 50 7136
frame_id_257_1.png,KA 51 B 4985
frame_id_258_1.png,KA 51 B 4985
frame_id_259_1.png,KA 51 B 4985
frame_id_260_1.png,KA 51 B 4985
frame_id_261_1.png,KA 51 B 4985
frame_id_262_1.png,KA 51 B 4985
frame_id_263_1.png,KA 51 B 4985
frame_id_264_1.png,KA 51 B 4985
frame_id_265_1.png,KA 51 B 4985
frame_id_2669_1.png,KA 41 MC 1787
frame_id_266_1.png,KA 51 B 4985
frame_id_267_1.png,KA 51 B 4985
frame_id_268_1.png,KA 51 B 4985
frame_id_269_1.png,KA 51 B 4985
frame_id_270_1.png,KA 51 B 4985
frame_id_2766_1.png,KA 01 FA 2121
frame_id_2767_1.png,KA 01 FA 2121
frame_id_2769_1.png,KA 01 FA 2121
frame_id_2770_1.png,KA 01 FA 2121
frame_id_2771_1.png,KA 01 FA 2121
frame_id_2772_1.png,KA 01 FA 2121
frame_id_2773_1.png,KA 01 FA 2121
frame_id_2775_1.png,KA 01 FA 2121
frame_id_2831_1.png,KA 83 AD 3898
frame_id_2835_1.png,KA 83 AD 3898
frame_id_2836_1.png,KA 83 AD 3898
frame_id_2837_1.png,KA 83 AD 3898
frame_id_2847_1.png,KA 01 MP 4613
frame_id_2849_1.png,KA 01 MP 4613
frame_id_2850_1.png,KA 01 MP 4613
frame_id_2851_1.png,KA 01 MP 4613
frame_id_2852_1.png,KA 01 MP 4613
frame_id_2853_1.png,KA 01 MP 4613
frame_id_2854_1.png,KA 01 MP 4613
frame_id_2855_1.png,KA 01 MP 4613
frame_id_2856_1.png,KA 01 MP 4613
frame_id_2857_1.png,KA 01 MP 4613
frame_id_2858_1.png,KA 01 MP 4613
frame_id_2859_1.png,KA 01 MP 4613
frame_id_2860_1.png,KA 01 MP 4613
frame_id_2861_1.png,KA 01 MP 4613
frame_id_2862_1.png,KA 01 MP 4613
frame_id_2863_1.png,KA 01 MP 4613
frame_id_2864_1.png,KA 01 MP 4613
frame_id_2882_1.png,KA 01 F 4796
frame_id_2888_1.png,KA 01 F 4796
frame_id_2892_1.png,KA 01 F 4796
frame_id_2893_1.png,KA 01 F 4796
frame_id_294_1.png,KA 09 MC 6731
frame_id_295_1.png,KA 09 MC 6731
frame_id_296_1.png,KA 09 MC 6731
frame_id_297_1.png,KA 09 MC 6731
frame_id_298_1.png,KA 09 MC 6731
frame_id_299_1.png,KA 09 MC 6731
frame_id_300_1.png,KA 09 MC 6731
frame_id_301_1.png,KA 09 MC 6731
frame_id_302_1.png,KA 09 MC 6731
frame_id_303_1.png,KA 09 MC 6731
frame_id_304_1.png,KA 09 MC 6731
frame_id_305_1.png,KA 09 MC 6731
frame_id_306_1.png,KA 09 MC 6731
frame_id_307_1.png,KA 09 MC 6731
frame_id_308_1.png,KA 09 MC 6731
frame_id_3096_1.png,TN 02 AA 5258
frame_id_309_1.png,KA 09 MC 6731
frame_id_3109_1.png,KA 04 MR 5476
frame_id_310_1.png,KA 09 MC 6731
frame_id_3110_1.png,KA 04 MR 5476
frame_id_3111_1.png,KA 04 MR 5476
frame_id_3112_1.png,KA 04 MR 5476
frame_id_3113_1.png,KA 04 MR 5476
frame_id_3114_1.png,KA 04 MR 5476
frame_id_3115_1.png,KA 04 MR 5476
frame_id_3116_1.png,KA 04 MR 5476
frame_id_3117_1.png,KA 04 MR 5476
frame_id_311_1.png,KA 09 MC 6731
frame_id_3126_1.png,KA 03 AD 0621
frame_id_3127_1.png,KA 03 AD 0621
frame_id_3128_1.png,KA 03 AD 0621
frame_id_3129_1.png,KA 03 AD 0621
frame_id_312_1.png,KA 09 MC 6731
frame_id_3130_1.png,KA 03 AD 0621
frame_id_3131_1.png,KA 03 AD 0621
frame_id_3132_1.png,KA 03 AD 0621
frame_id_3133_1.png,KA 03 AD 0621
frame_id_313_1.png,KA 09 MC 6731
frame_id_314_1.png,KA 09 MC 6731
frame_id_315_1.png,KA 09 MC 6731
frame_id_316_1.png,KA 04 AB 9839
frame_id_317_1.png,KA 05 AG 4783
frame_id_317_2.png,KA 04 AB 9839
frame_id_319_1.png,KA 05 AG 4783
frame_id_320_1.png,KA 05 AG 4783
frame_id_321_1.png,KA 05 AG 4783
frame_id_322_1.png,KA 05 AG 4783
frame_id_323_1.png,KA 05 AG 4783
frame_id_324_1.png,KA 05 AG 4783
frame_id_325_1.png,KA 05 AG 4783
frame_id_326_1.png,KA 05 AG 4783
frame_id_332_1.png,KA 02 AF 2334
frame_id_340_1.png,KA 03 MM 3415
frame_id_342_1.png,KA 03 MM 3415
frame_id_343_1.png,KA 03 MM 3415
frame_id_344_1.png,KA 03 MM 3415
frame_id_346_1.png,KA 03 MM 3415
frame_id_347_1.png,KA 03 MM 3415
frame_id_348_1.png,KA 01 ML 4325
frame_id_348_2.png,TN 66 Z 4659
frame_id_349_1.png,KA 01 ML 4325
frame_id_349_2.png,TN 66 Z 4659
frame_id_350_1.png,KA 01 ML 4325
frame_id_350_2.png,TN 66 Z 4659
frame_id_351_1.png,KA 01 ML 4325
frame_id_351_2.png,TN 66 Z 4659
frame_id_352_1.png,KA 01 ML 4325
frame_id_352_2.png,TN 66 Z 4659
frame_id_353_1.png,KA 01 ML 4325
frame_id_354_1.png,KA 01 ML 4325
frame_id_355_1.png,KA 01 ML 4325
frame_id_356_1.png,KA 01 ML 4325
frame_id_387_1.png,KA 01 MF 5223
frame_id_388_1.png,KA 01 MF 5223
frame_id_389_1.png,KA 01 MF 5223
frame_id_390_1.png,KA 01 MF 5223
frame_id_391_1.png,KA 01 MF 5223
frame_id_392_1.png,KA 01 MF 5223
frame_id_393_1.png,KA 01 MF 5223
frame_id_394_1.png,KA 01 MF 5223
frame_id_395_1.png,KA 01 MF 5223
frame_id_408_1.png,KA 51 AC 5637
frame_id_409_1.png,KA 51 AC 5637
frame_id_410_1.png,KA 51 AC 5637
frame_id_411_1.png,KA 51 AC 5637
frame_id_412_1.png,KA 51 AC 5637
frame_id_413_1.png,KA 51 AC 5637
frame_id_414_1.png,KA 51 AC 5637
frame_id_415_1.png,KA 51 AC 5637
frame_id_416_1.png,KA 51 AC 5637
frame_id_417_1.png,KA 51 AC 5637
frame_id_418_1.png,KA 51 AC 5637
frame_id_419_1.png,KA 51 AC 5637
frame_id_420_1.png,KA 51 AC 5637
frame_id_421_1.png,KA 51 AC 5637
frame_id_422_1.png,KA 51 AC 5637
